id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName
57521,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2012.0,Casual,Provogue Men Brown Casual Shoes
8210,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2018.0,Casual,Red Tape Men's Casual Brown Shoe
5429,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2011.0,Casual,Fila Men's Cruise Black Shoe
22828,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2016.0,Casual,Woodland Men Black Casual Shoes
6804,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2011.0,Casual,Timberland Men's Driver Venetian Brown Shoe
29573,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Vans Men Edgemont Black Shoes
37256,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,United Colors of Benetton Men Black Shoes
22246,Men,Footwear,Shoes,Casual Shoes,Green,Summer,2011.0,Casual,ID Men Green Casual Shoe
13360,Women,Footwear,Shoes,Casual Shoes,Brown,Fall,2012.0,Casual,Timberland Women Femmes Brown Boot
6448,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2011.0,Casual,Lotto Men's Calcetto Brown Shoe
56660,Men,Footwear,Shoes,Casual Shoes,Olive,Summer,2012.0,Casual,United Colors of Benetton Men Olive Shoes
39629,Men,Footwear,Shoes,Casual Shoes,Purple,Summer,2012.0,Casual,Nike Men Toki Premium Purple Casual Shoes
21569,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Numero Uno Men Casual Black Shoes
38660,Men,Footwear,Shoes,Casual Shoes,Maroon,Summer,2012.0,Casual,Nike Men Braata Canvas Red Casual Shoes
13538,Men,Footwear,Shoes,Casual Shoes,Black,Winter,2012.0,Casual,Carlton London Men Casual Black Casual Shoes
35386,Boys,Footwear,Shoes,Casual Shoes,Blue,Summer,2012.0,Casual,Enroute Teens Blue Shoes
15513,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2011.0,Casual,Rockport Men Utara L2T Brown Casual Shoes
10154,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2011.0,Casual,Rockport Men Bal Brown Casual Shoes
13484,Women,Footwear,Shoes,Casual Shoes,White,Winter,2012.0,Casual,Rocia Women Rocia White  Sandal White Shoes
3489,Men,Footwear,Shoes,Casual Shoes,Blue,Summer,2011.0,Casual,ADIDAS Men's Jawpaw Blue Shoe
45866,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Numero Uno Men Black Shoes
38535,Men,Footwear,Shoes,Casual Shoes,White,Summer,2012.0,Casual,Puma Men White Benecio Shoes
57524,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2012.0,Casual,Provogue Men Black Casual Shoes
13077,Men,Footwear,Shoes,Casual Shoes,White,Fall,2012.0,Casual,Numero Uno Men White Casual Shoes
42274,Unisex,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Vans Unisex Black Era Shoes
17959,Women,Footwear,Shoes,Casual Shoes,White,Fall,2011.0,Casual,Puma Women Trinity White Casual Shoe
2388,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2018.0,Casual,Red Tape Men Brown Casual Shoe
43236,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Reebok Men Black Varsity Casual Shoes
3658,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2011.0,Casual,Fila Men's Tribute Black Shoe
3564,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2015.0,Casual,Skechers Men Sage Brown Lifestyle Casual Shoe
35681,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2012.0,Casual,U.S. Polo Assn. Men Brown Shoes
54066,Men,Footwear,Shoes,Casual Shoes,Olive,Summer,2012.0,Casual,ADIDAS Men Olive Shoes
39593,Women,Footwear,Shoes,Casual Shoes,White,Winter,2015.0,Casual,Catwalk Women White Shoes
30237,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Numero Uno Men Black Shoes
12507,Men,Footwear,Shoes,Casual Shoes,Black,Winter,2018.0,Casual,Red Tape Men Casual Black Casual Shoes
3588,Unisex,Footwear,Shoes,Casual Shoes,Red,Summer,2013.0,Casual,Converse Unisex All Star Canvas Ox Red Shoe
5898,Men,Footwear,Shoes,Casual Shoes,Blue,Summer,2011.0,Casual,Puma Men Tekkies Jam Blue Shoe
26659,Men,Footwear,Shoes,Casual Shoes,White,Summer,2012.0,Casual,Puma Men White Basics Shoes
17697,Men,Footwear,Shoes,Casual Shoes,Grey,Fall,2011.0,Casual,Vans Men Bali Grey Casual Shoes
30239,Men,Footwear,Shoes,Casual Shoes,White,Summer,2012.0,Casual,Numero Uno Men White Shoes
26629,Unisex,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Puma Kids Unisex Future Cat M2 Black Casual Shoes
9213,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,Puma Men Speeder Black Casual Shoes
19365,Men,Footwear,Shoes,Casual Shoes,Tan,Winter,2018.0,Casual,Redtape Men Calcullas Tan Casual Shoes
24717,Men,Footwear,Shoes,Casual Shoes,Charcoal,Fall,2011.0,Casual,Skechers Men Heisman Charcoal Casual Shoes
30259,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Winter,2018.0,Casual,Red Tape Men Navy Blue Shoes
28657,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Nike Men Air Ralston Mid Lite Black Casual Shoes
18537,Unisex,Footwear,Shoes,Casual Shoes,Black,Fall,2012.0,Casual,Puma Unisex Limnos Black Casual Shoes
57467,Unisex,Footwear,Shoes,Casual Shoes,Navy Blue,Fall,2012.0,Casual,Puma Unisex 917 Lo CVS Navy Blue Shoes
13988,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Fall,2011.0,Casual,Puma Men Future Cat Remix Lo Navy Blue Casual Shoes
18405,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2012.0,Casual,Skechers Men USA Brown Shoe
46606,Women,Footwear,Shoes,Casual Shoes,Blue,Winter,2015.0,Casual,Catwalk Women Blue Shoes
34751,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2012.0,Casual,Puma Men Benecio Mid Leather Brown Shoes
57529,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2012.0,Casual,Provogue Men Brown Casual Shoes
56722,Men,Footwear,Shoes,Casual Shoes,Maroon,Fall,2012.0,Casual,Converse Men Maroon Shoes
24690,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2011.0,Casual,Lee Cooper Men Casual Brown Shoes
13382,Women,Footwear,Shoes,Casual Shoes,Brown,Fall,2011.0,Casual,Timberland Women Femmes Brown Casual Shoes
26563,Men,Footwear,Shoes,Casual Shoes,Tan,Summer,2012.0,Casual,Lee Cooper Men Tan Shoes
42275,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2012.0,Casual,Vans Men Brown Michoacan Shoes
3644,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Summer,2011.0,Casual,Fila Men's Maverick HI Navy Green Canvas Shoe
35696,Men,Footwear,Shoes,Casual Shoes,White,Summer,2012.0,Casual,Nike Men Sweet Classic Leather White Shoes
3649,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,FILA Men Elite Black Casual Shoes
35392,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2012.0,Casual,Stens by Enroute Men Brown Shoes
6368,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2011.0,Casual,Numero Uno Men's Black Shoe
2495,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2010.0,Casual,Numero Uno Men's Casual White Black Stripe Shoe
46841,Girls,Footwear,Shoes,Casual Shoes,Pink,Winter,2012.0,Casual,Barbie Girls Pink Shoes
14481,Men,Footwear,Shoes,Casual Shoes,Beige,Fall,2011.0,Casual,Flying Machine Men Beige Casual Shoes
10758,Girls,Footwear,Shoes,Casual Shoes,Blue,Winter,2012.0,Casual,Disney Kids Girls Princess Heart Blue Casual Shoes
4282,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2011.0,Casual,Rockport Men Arratoon Brown Shoe
9387,Women,Footwear,Shoes,Casual Shoes,White,Fall,2011.0,Casual,Nike Women Wmns Nike Bac White Casual Shoes
23935,Men,Footwear,Shoes,Casual Shoes,White,Fall,2011.0,Casual,Lotto Men White Pesa Slip-On Casual Shoes
30233,Men,Footwear,Shoes,Casual Shoes,White,Summer,2012.0,Casual,Numero Uno Men White Shoes
26646,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Puma Men Driving Power Black Shoes
59941,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Spring,2013.0,Casual,Vans Men Navy Blue Casual Shoes
12867,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,Lee Cooper Men Casual Black Shoes
12870,Men,Footwear,Shoes,Casual Shoes,Black,Spring,2012.0,Casual,Lee Cooper MenCasual Black Shoes
16157,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,Enroute Men Leather Black Casual Shoes
44494,Men,Footwear,Shoes,Casual Shoes,Blue,Summer,2012.0,Casual,Gliders Men Blue Shoes
43380,Men,Footwear,Shoes,Casual Shoes,White,Summer,2012.0,Casual,Reebok Men White Mamba Casual Shoes
22164,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2012.0,Casual,Timberland Men Brown Casual Shoes
20700,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2011.0,Casual,Buckaroo Men  Fiesta Brown Casual Shoes
2822,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Lee Cooper Men's Casual Felt Black Shoe
39970,Men,Footwear,Shoes,Casual Shoes,Red,Spring,2013.0,Casual,Gas Men Red Cutback Shoes
34750,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Puma Men Black Benecio Shoes
36465,Men,Footwear,Shoes,Casual Shoes,White,Summer,2012.0,Casual,Spinn Men Viking White Casual Shoes
50279,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Summer,2013.0,Casual,Arrow Men Navy Blue Shoes
39946,Men,Footwear,Shoes,Casual Shoes,Beige,Summer,2013.0,Casual,Gas Men Sahar Beige Shoes
22867,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2012.0,Casual,Woodland Men Brown Casual Shoes
22245,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2011.0,Casual,ID Men Brown Casual Shoes
22165,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2012.0,Casual,Timberland Men Brown Casual Shoes
29572,Men,Footwear,Shoes,Casual Shoes,Grey,Summer,2012.0,Casual,Vans Men Classic Slip-On Grey Shoes
13080,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2013.0,Casual,Numero Uno Men Black Casual Shoes
6431,Unisex,Footwear,Shoes,Casual Shoes,Navy Blue,Summer,2011.0,Casual,Lotto Unisex Canvas Dark Navy Shoe
7365,Men,Footwear,Shoes,Casual Shoes,Black,Winter,2018.0,Casual,Red Tape Men's Black Casual Shoe
4343,Men,Footwear,Shoes,Casual Shoes,Red,Summer,2011.0,Casual,Fila Men Leonard Red Shoes
7379,Men,Footwear,Shoes,Casual Shoes,Black,Winter,2018.0,Casual,Red Tape Men's Blk Casual Black Shoe
15508,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2011.0,Casual,Rockport Men Cape Noble Brown Casual Shoes
39968,Men,Footwear,Shoes,Casual Shoes,Brown,Spring,2013.0,Casual,Gas Men Brown Cutback Shoes
44739,Men,Footwear,Shoes,Casual Shoes,Grey,Summer,2012.0,Casual,Globalite Men Grey Starcross Shoes
37241,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,United Colors of Benetton Men Black Shoes
35848,Women,Footwear,Shoes,Casual Shoes,Blue,Summer,2012.0,Casual,Kelme Women Passion Blue Shoes
7710,Men,Footwear,Shoes,Casual Shoes,Blue,Fall,2011.0,Casual,Puma Men's Bluebird Blue Yellow Shoe
31942,Women,Footwear,Shoes,Casual Shoes,White,Summer,2012.0,Casual,Nike Women Sweet Classic Leather White Shoes
14560,Men,Footwear,Shoes,Casual Shoes,Black,Spring,2012.0,Casual,Vans Men Era Black Casual Shoes
17766,Men,Footwear,Shoes,Casual Shoes,Olive,Winter,2012.0,Casual,Buckaroo Jefe Men Olive Casual Shoes
57520,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2012.0,Casual,Provogue Men Brown Casual Shoes
56655,Men,Footwear,Shoes,Casual Shoes,Blue,Summer,2012.0,Casual,United Colors of Benetton Men Blue Shoes
22160,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2011.0,Casual,Lee Cooper Men Black Casual Shoes
17704,Unisex,Footwear,Shoes,Casual Shoes,Maroon,Fall,2011.0,Casual,Vans unisex Old Skool Red Casual Shoes
12423,Women,Footwear,Shoes,Casual Shoes,Brown,Fall,2011.0,Casual,Timberland Women Casual Brown Casual Shoes
39625,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Nike Men Sweet Classic High Black Casual Shoes
31945,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Nike Men Avid Black Shoes
39664,Men,Footwear,Shoes,Casual Shoes,White,Summer,2012.0,Casual,Lotto Men White Shoes
14283,Women,Footwear,Shoes,Casual Shoes,Brown,Fall,2011.0,Casual,Timberland Women Chauncy ox  Casual Shoe
49484,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Summer,2012.0,Casual,Vans Men Navy Blue Shoes
35818,Women,Footwear,Shoes,Casual Shoes,Red,Summer,2012.0,Casual,Enroute Women Red Moccasins
12519,Men,Footwear,Shoes,Casual Shoes,Beige,Winter,2018.0,Casual,Red Tape Men Beige Shoes
12430,Men,Footwear,Shoes,Casual Shoes,Blue,Fall,2011.0,Casual,Timberland Men Casual Blue Casual Shoes
4853,Unisex,Footwear,Shoes,Casual Shoes,Black,Summer,2011.0,Casual,Newfeel Unisex Black & Grey Shoes
22833,Men,Footwear,Shoes,Casual Shoes,Olive,Summer,2016.0,Casual,Woodland Men Olive Green Casual Shoes
17669,Women,Footwear,Shoes,Casual Shoes,Blue,Winter,2015.0,Casual,Catwalk Women Closed Blue Casual Shoe
17659,Women,Footwear,Shoes,Casual Shoes,Brown,Winter,2015.0,Casual,Catwalk Women Ballerina Brown Casual Shoe
57480,Men,Footwear,Shoes,Casual Shoes,White,Summer,2012.0,Casual,ID Men White & Navy Blue Casual Shoes
10266,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2011.0,Casual,Clarks Men Goto Hi Cola Suede Brown Shoes
7714,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,Fila Men's Wind Black Shoe
5320,Men,Footwear,Shoes,Casual Shoes,Grey,Summer,2011.0,Casual,Fila Men's Montello Grey Black Red Shoe
12510,Men,Footwear,Shoes,Casual Shoes,Grey,Winter,2018.0,Casual,Red Tape Men Casual Grey Casual Shoes
43874,Men,Footwear,Shoes,Casual Shoes,White,Summer,2010.0,Casual,Puma Men White Mid Ducati Shoes
15503,Women,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,Carlton London Women Casual Black Casual Shoes
7040,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Summer,2011.0,Casual,Numero Uno Men's Navy Blue Shoe
34862,Men,Footwear,Shoes,Casual Shoes,Grey,Summer,2012.0,Casual,Vans Men Zapato Del Barco Grey Shoes
22167,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2012.0,Casual,Timberland Men Brown Casual Shoes
21741,Unisex,Footwear,Shoes,Casual Shoes,White,Fall,2011.0,Casual,Vans Unisex Authentic Lo Pro White Casual Shoes
47246,Men,Footwear,Shoes,Casual Shoes,Green,Summer,2013.0,Casual,Playboy Men Green Casual Shoes
5699,Men,Footwear,Shoes,Casual Shoes,Black,Winter,2015.0,Casual,Skechers Men's Striking Black Shoe
17747,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,Puma Men Track Cat Black Casual Shoe
4183,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2011.0,Casual,Rockport Men Brown Leather Casual Shoes
11819,Men,Footwear,Shoes,Casual Shoes,Blue,Summer,2013.0,Casual,Playboy Men Casual Blue Casual Shoes
17757,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2012.0,Casual,Buckaroo Men New Gemma Brown Casual Shoe
18474,Men,Footwear,Shoes,Casual Shoes,White,Summer,2011.0,Casual,Puma Men Calcetto White Casual Shoes
34088,Men,Footwear,Shoes,Casual Shoes,White,Summer,2012.0,Casual,Numero Uno Men White Shoes
33531,Women,Footwear,Shoes,Casual Shoes,Black,Summer,2016.0,Casual,Cobblerz Women Black Loafers
10627,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2012.0,Casual,Carlton London Men Brown Slip-On Shoes
4068,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2011.0,Casual,Crocs Men's Tideline Canvas Khaki Shoe
22865,Men,Footwear,Shoes,Casual Shoes,Khaki,Summer,2016.0,Casual,Woodland Men Khaki Casual Shoes
38524,Men,Footwear,Shoes,Casual Shoes,White,Fall,2012.0,Casual,Puma Men White Surge Shoes
34748,Women,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Puma Women Soleil Cat Black Shoes
24190,Unisex,Footwear,Shoes,Casual Shoes,White,Summer,2012.0,Casual,Converse Unisex Chuck Taylor White Casual Shoes
39687,Men,Footwear,Shoes,Casual Shoes,White,Summer,2012.0,Casual,Lotto Men White Casual Shoes
6799,Unisex,Footwear,Shoes,Casual Shoes,Yellow,Summer,2011.0,Casual,Converse Unisex Yellow Canvas Shoe
22846,Men,Footwear,Shoes,Casual Shoes,Khaki,Summer,2012.0,Casual,Woodland Men Khaki Casual Shoes
39274,Men,Footwear,Shoes,Casual Shoes,Tan,Winter,2018.0,Casual,Red Chief Men Tan Shoes
26561,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2012.0,Casual,Lee Cooper Men Black Shoes
46884,Boys,Footwear,Shoes,Casual Shoes,Black,Fall,2012.0,Casual,Ben 10 Boys Black Casual Shoes
23913,Men,Footwear,Shoes,Casual Shoes,Black,Winter,2015.0,Casual,Fila Men Cicadeo Black Casual Shoes
20876,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Skechers Men Casual Black Shoes
17768,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2012.0,Casual,Buckaroo Men New Amanda Brown Casual Shoe
46102,Men,Footwear,Shoes,Casual Shoes,Green,Summer,2012.0,Casual,ADIDAS Men Green Lucent Shoes
4134,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Winter,2015.0,Casual,Skechers Men's Sparta Navy Black Shoe
36952,Women,Footwear,Shoes,Casual Shoes,White,Summer,2012.0,Casual,Force 10 Women White Shoes
39984,Men,Footwear,Shoes,Casual Shoes,Grey,Winter,2014.0,Casual,Gas Men Grey & Blue Tee Casual Shoes
47643,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2014.0,Casual,Carlton London Men Light Brown Loafers
26559,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Lee Cooper Men Black Shoes
44937,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2012.0,Casual,Ganuchi Men Brown Shoes
3640,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2011.0,Casual,Fila Men's Universe HI Black Shoe
32727,Unisex,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Fila Unisex Skeletoes 2.0 Black Shoes
1546,Men,Footwear,Shoes,Casual Shoes,White,Fall,2010.0,Casual,Puma Men's Furore White Shoe
22840,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2012.0,Casual,Woodland Men Brown Casual Shoes
24188,Unisex,Footwear,Shoes,Casual Shoes,Red,Summer,2012.0,Casual,Converse Unisex Chuck Taylor All Stars Red Casual Shoes
55783,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2013.0,Casual,Converse Men Brown Casual Shoes
6413,Unisex,Footwear,Shoes,Casual Shoes,Pink,Summer,2011.0,Casual,Lotto Unisex Canvas Pink Shoe
12897,Men,Footwear,Shoes,Casual Shoes,White,Fall,2011.0,Casual,Puma Men Game Point White Casual Shoes
22189,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2012.0,Casual,Timberland Men Brown Casual Shoes
49375,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Vans Men Black Era Pro Shoes
49497,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Summer,2012.0,Casual,Vans Men Navy Blue Shoes
24259,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Fall,2012.0,Casual,Numero Uno Men Navy Blue Shoes
22177,Men,Footwear,Shoes,Casual Shoes,Tan,Fall,2012.0,Casual,Timberland Men Tan Casual Shoes
6410,Women,Footwear,Shoes,Casual Shoes,White,Summer,2011.0,Casual,Lotto Women Leisure White Blue Shoe
